hora_de_publicacion,alcance,me_gusta,veces_que_se_compartio,visitas_al_perfil,respuestas,navegacion,clics_en_el_enlace,seguimientos,toques_en_stickers,visualizaciones,sentimiento_score,fecha,nombre_archivo,objeto_principal,color_dominante,emocion_primaria
2023-01-25 14:27:00,,0,0,,0,,,,,,0.0,2023-01-25,IMG_20230125_162125_666.jpg,web_site,#4d5971,happy
2023-01-25 14:21:00,,1,0,,0,,,,,,-2.0,2023-01-25,IMG_20230125_162752_863.jpg,web_site,#404351,happy
2023-01-25 14:21:00,,1,0,,0,,,,,,-2.0,2023-01-25,IMG_20230125_162719_529.jpg,web_site,#dac3ce,sad
2023-01-25 14:21:00,,1,0,,0,,,,,,-2.0,2023-01-25,IMG_20230125_162138_882.jpg,web_site,#718387,happy
2023-01-25 14:21:00,,1,0,,0,,,,,,-2.0,2023-01-25,IMG_20230125_162125_666.jpg,web_site,#4d5971,happy
2023-01-25 14:21:00,,4,0,,0,,,,,,-2.0,2023-01-25,IMG_20230125_162752_863.jpg,web_site,#404351,happy
2023-01-25 14:21:00,,4,0,,0,,,,,,-2.0,2023-01-25,IMG_20230125_162719_529.jpg,web_site,#dac3ce,sad
2023-01-25 14:21:00,,4,0,,0,,,,,,-2.0,2023-01-25,IMG_20230125_162138_882.jpg,web_site,#718387,happy
2023-01-25 14:21:00,,4,0,,0,,,,,,-2.0,2023-01-25,IMG_20230125_162125_666.jpg,web_site,#4d5971,happy
2023-01-22 17:37:00,,7,0,,0,,,,,,0.0,2023-01-22,IMG_20230122_193730_320.jpg,seat_belt,#6a6686,happy
2023-01-20 10:23:00,,1,0,,0,,,,,,0.0,2023-01-20,IMG_20230120_122337_300.jpg,web_site,#5d575f,happy
2023-01-18 08:30:00,,5,0,,0,,,,,,-2.0,2023-01-18,IMG_20230118_103100_626.jpg,teapot,#98a2a8,neutral
2023-01-16 17:20:00,,7,0,,0,,,,,,0.0,2023-01-16,IMG_20230116_192025_454.jpg,stole,#57515f,sad
2023-12-01 13:49:00,,3,0,,0,,,,,,0.0,2023-12-01,img_20231201_080738_765.JPG,web_site,#8c6136,sad
2023-11-01 07:02:00,,6,0,,0,,,,,,0.0,2023-11-01,img_20231101_111546_032.JPG,bagel,#878da7,sad
2023-11-01 07:02:00,,6,0,,0,,,,,,0.0,2023-11-01,img_20231101_162415_442.JPG,potpie,#4a72a8,sad
2023-09-01 17:25:00,268.0,7,0,1.0,0,,,,,,-2.0,2023-09-01,img_20230901_192630_079.JPG,web_site,#a58a58,sad
2023-01-01 16:17:00,,4,0,,0,,,,,,-2.0,2023-01-01,IMG_20230101_203517_057.jpg,safety_pin,#425c81,happy
2023-01-01 16:17:00,,4,0,,0,,,,,,-2.0,2023-01-01,IMG_20230101_181738_189.jpg,pizza,#5c5f61,happy
2023-01-01 16:17:00,,4,0,,0,,,,,,-2.0,2023-01-01,IMG_20230101_173236_089.jpg,red_wine,#747382,fear
2023-01-01 15:32:00,,3,0,,0,,,,,,0.0,2023-01-01,IMG_20230101_203517_057.jpg,safety_pin,#425c81,happy
2023-01-01 15:32:00,,3,0,,0,,,,,,0.0,2023-01-01,IMG_20230101_181738_189.jpg,pizza,#5c5f61,happy
2023-01-01 15:32:00,,3,0,,0,,,,,,0.0,2023-01-01,IMG_20230101_173236_089.jpg,red_wine,#747382,fear
2023-01-01 18:34:00,,5,0,,0,,,,,,0.0,2023-01-01,IMG_20230101_203517_057.jpg,safety_pin,#425c81,happy
2023-01-01 18:34:00,,5,0,,0,,,,,,0.0,2023-01-01,IMG_20230101_181738_189.jpg,pizza,#5c5f61,happy
2023-01-01 18:34:00,,5,0,,0,,,,,,0.0,2023-01-01,IMG_20230101_173236_089.jpg,red_wine,#747382,fear
2023-05-04 13:42:00,1897.0,3,0,11.0,0,1908.0,,,,,0.0,2023-05-04,img_20230504_155609_956.JPG,golfcart,#7e7b82,neutral
2023-04-13 17:27:00,1767.0,5,0,16.0,2,1802.0,,,,,0.0,2023-04-13,IMG_20230413_182723_462.jpg,hotdog,#747888,fear
2023-04-19 11:38:00,505.0,0,0,1.0,1,506.0,,,,,0.0,2023-04-19,img_20230419_123903_072.JPG,screen,#9e9da6,fear
2023-04-20 12:45:00,1212.0,4,0,19.0,0,1276.0,,,,,0.0,2023-04-20,img_20230420_133836_783.JPG,web_site,#979aa4,sad
2023-04-20 12:45:00,1212.0,4,0,19.0,0,1276.0,,,,,0.0,2023-04-20,img_20230420_134606_000.JPG,web_site,#a3899c,happy
2023-04-22 13:51:00,3239.0,8,0,24.0,1,3244.0,,,,,0.0,2023-04-22,img_20230422_145159_422.JPG,bikini,#9093a8,happy
2023-04-26 17:35:00,1053.0,1,0,10.0,2,1068.0,,,2.0,,0.0,2023-04-26,img_20230426_183523_816.JPG,web_site,#f8f7f9,angry
2023-04-27 19:14:00,738.0,3,0,6.0,0,732.0,,,,,0.0,2023-04-27,img_20230427_201752_736.JPG,web_site,#bbabab,neutral
2023-04-27 19:14:00,738.0,3,0,6.0,0,732.0,,,,,0.0,2023-04-27,img_20230427_201420_420.JPG,web_site,#cfced7,happy
2023-04-27 19:17:00,464.0,2,0,2.0,0,467.0,,,,,0.0,2023-04-27,img_20230427_201752_736.JPG,web_site,#bbabab,neutral
2023-04-27 19:17:00,464.0,2,0,2.0,0,467.0,,,,,0.0,2023-04-27,img_20230427_201420_420.JPG,web_site,#cfced7,happy
2023-04-28 10:32:00,674.0,3,0,6.0,0,648.0,,,,,0.0,2023-04-28,img_20230428_113222_404.JPG,web_site,#8e868d,sad
2023-04-28 10:32:00,674.0,3,0,6.0,0,648.0,,,,,0.0,2023-04-28,IMG_20230428_113740_420.JPG,web_site,#95563b,sad
2023-04-28 10:32:00,674.0,3,0,6.0,0,648.0,,,,,0.0,2023-04-28,IMG_20230428_113551_962.JPG,web_site,#90563c,neutral
2023-04-28 10:35:00,498.0,2,0,3.0,0,485.0,,,,,0.0,2023-04-28,img_20230428_113222_404.JPG,web_site,#8e868d,sad
2023-04-28 10:35:00,498.0,2,0,3.0,0,485.0,,,,,0.0,2023-04-28,IMG_20230428_113740_420.JPG,web_site,#95563b,sad
2023-04-28 10:35:00,498.0,2,0,3.0,0,485.0,,,,,0.0,2023-04-28,IMG_20230428_113551_962.JPG,web_site,#90563c,neutral
2023-04-28 10:37:00,430.0,0,0,2.0,0,424.0,,,,,-2.0,2023-04-28,img_20230428_113222_404.JPG,web_site,#8e868d,sad
2023-04-28 10:37:00,430.0,0,0,2.0,0,424.0,,,,,-2.0,2023-04-28,IMG_20230428_113740_420.JPG,web_site,#95563b,sad
2023-04-28 10:37:00,430.0,0,0,2.0,0,424.0,,,,,-2.0,2023-04-28,IMG_20230428_113551_962.JPG,web_site,#90563c,neutral
2023-04-28 23:44:00,1059.0,2,0,7.0,0,1048.0,,,,,-2.0,2023-04-28,img_20230428_113222_404.JPG,web_site,#8e868d,sad
2023-04-28 23:44:00,1059.0,2,0,7.0,0,1048.0,,,,,-2.0,2023-04-28,IMG_20230428_113740_420.JPG,web_site,#95563b,sad
2023-04-28 23:44:00,1059.0,2,0,7.0,0,1048.0,,,,,-2.0,2023-04-28,IMG_20230428_113551_962.JPG,web_site,#90563c,neutral
2023-04-29 14:58:00,1013.0,1,0,3.0,0,1013.0,,,,,0.0,2023-04-29,IMG_20230429_004509_286.JPG,web_site,#f7f8f8,neutral
2023-04-29 14:58:00,1013.0,1,0,3.0,0,1013.0,,,,,0.0,2023-04-29,IMG_20230429_155825_169.JPG,gown,#bdbeca,fear
2023-04-30 19:20:00,1156.0,1,0,4.0,0,1149.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_449.JPG,plastic_bag,#5d708b,neutral
2023-04-30 19:20:00,1156.0,1,0,4.0,0,1149.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_384.JPG,limousine,#81878f,happy
2023-04-30 19:20:00,1156.0,1,0,4.0,0,1149.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_761.JPG,shower_cap,#97a1b2,angry
2023-04-30 19:20:00,1156.0,1,0,4.0,0,1149.0,,,,,-2.0,2023-04-30,IMG_20230430_202129_014.JPG,hoopskirt,#5f6a8a,sad
2023-04-30 19:20:00,1156.0,1,0,4.0,0,1149.0,,,,,-2.0,2023-04-30,IMG_20230430_202129_140.JPG,bonnet,#728ca6,happy
2023-04-30 19:20:00,1156.0,1,0,4.0,0,1149.0,,,,,-2.0,2023-04-30,IMG_20230430_202130_572.JPG,academic_gown,#7e9195,sad
2023-04-30 19:20:00,872.0,1,0,2.0,0,872.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_449.JPG,plastic_bag,#5d708b,neutral
2023-04-30 19:20:00,872.0,1,0,2.0,0,872.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_384.JPG,limousine,#81878f,happy
2023-04-30 19:20:00,872.0,1,0,2.0,0,872.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_761.JPG,shower_cap,#97a1b2,angry
2023-04-30 19:20:00,872.0,1,0,2.0,0,872.0,,,,,-2.0,2023-04-30,IMG_20230430_202129_014.JPG,hoopskirt,#5f6a8a,sad
2023-04-30 19:20:00,872.0,1,0,2.0,0,872.0,,,,,-2.0,2023-04-30,IMG_20230430_202129_140.JPG,bonnet,#728ca6,happy
2023-04-30 19:20:00,872.0,1,0,2.0,0,872.0,,,,,-2.0,2023-04-30,IMG_20230430_202130_572.JPG,academic_gown,#7e9195,sad
2023-04-30 19:20:00,810.0,3,0,5.0,1,805.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_449.JPG,plastic_bag,#5d708b,neutral
2023-04-30 19:20:00,810.0,3,0,5.0,1,805.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_384.JPG,limousine,#81878f,happy
2023-04-30 19:20:00,810.0,3,0,5.0,1,805.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_761.JPG,shower_cap,#97a1b2,angry
2023-04-30 19:20:00,810.0,3,0,5.0,1,805.0,,,,,-2.0,2023-04-30,IMG_20230430_202129_014.JPG,hoopskirt,#5f6a8a,sad
2023-04-30 19:20:00,810.0,3,0,5.0,1,805.0,,,,,-2.0,2023-04-30,IMG_20230430_202129_140.JPG,bonnet,#728ca6,happy
2023-04-30 19:20:00,810.0,3,0,5.0,1,805.0,,,,,-2.0,2023-04-30,IMG_20230430_202130_572.JPG,academic_gown,#7e9195,sad
2023-04-30 19:20:00,773.0,1,0,,0,769.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_449.JPG,plastic_bag,#5d708b,neutral
2023-04-30 19:20:00,773.0,1,0,,0,769.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_384.JPG,limousine,#81878f,happy
2023-04-30 19:20:00,773.0,1,0,,0,769.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_761.JPG,shower_cap,#97a1b2,angry
2023-04-30 19:20:00,773.0,1,0,,0,769.0,,,,,-2.0,2023-04-30,IMG_20230430_202129_014.JPG,hoopskirt,#5f6a8a,sad
2023-04-30 19:20:00,773.0,1,0,,0,769.0,,,,,-2.0,2023-04-30,IMG_20230430_202129_140.JPG,bonnet,#728ca6,happy
2023-04-30 19:20:00,773.0,1,0,,0,769.0,,,,,-2.0,2023-04-30,IMG_20230430_202130_572.JPG,academic_gown,#7e9195,sad
2023-04-30 19:20:00,747.0,3,0,3.0,0,745.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_449.JPG,plastic_bag,#5d708b,neutral
2023-04-30 19:20:00,747.0,3,0,3.0,0,745.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_384.JPG,limousine,#81878f,happy
2023-04-30 19:20:00,747.0,3,0,3.0,0,745.0,,,,,-2.0,2023-04-30,IMG_20230430_202116_761.JPG,shower_cap,#97a1b2,angry
2023-04-30 19:20:00,747.0,3,0,3.0,0,745.0,,,,,-2.0,2023-04-30,IMG_20230430_202129_014.JPG,hoopskirt,#5f6a8a,sad
2023-04-30 19:20:00,747.0,3,0,3.0,0,745.0,,,,,-2.0,2023-04-30,IMG_20230430_202129_140.JPG,bonnet,#728ca6,happy
2023-04-30 19:20:00,747.0,3,0,3.0,0,745.0,,,,,-2.0,2023-04-30,IMG_20230430_202130_572.JPG,academic_gown,#7e9195,sad
2023-04-30 19:20:00,705.0,5,0,3.0,0,704.0,,,,,0.0,2023-04-30,IMG_20230430_202116_449.JPG,plastic_bag,#5d708b,neutral
2023-04-30 19:20:00,705.0,5,0,3.0,0,704.0,,,,,0.0,2023-04-30,IMG_20230430_202116_384.JPG,limousine,#81878f,happy
2023-04-30 19:20:00,705.0,5,0,3.0,0,704.0,,,,,0.0,2023-04-30,IMG_20230430_202116_761.JPG,shower_cap,#97a1b2,angry
2023-04-30 19:20:00,705.0,5,0,3.0,0,704.0,,,,,0.0,2023-04-30,IMG_20230430_202129_014.JPG,hoopskirt,#5f6a8a,sad
2023-04-30 19:20:00,705.0,5,0,3.0,0,704.0,,,,,0.0,2023-04-30,IMG_20230430_202129_140.JPG,bonnet,#728ca6,happy
2023-04-30 19:20:00,705.0,5,0,3.0,0,704.0,,,,,0.0,2023-04-30,IMG_20230430_202130_572.JPG,academic_gown,#7e9195,sad
2023-04-05 14:55:00,1806.0,8,0,12.0,1,1702.0,,,,,0.0,2023-04-05,IMG_20230405_144238_793.jpg,sunglasses,#828696,neutral
2023-05-05 08:40:00,1783.0,5,0,9.0,1,1734.0,,,,,0.0,2023-05-05,IMG_20230505_094107_425.JPG,turnstile,#737c8c,surprise
2023-10-05 09:58:00,523.0,6,0,2.0,0,502.0,,,,,0.0,2023-10-05,img_20231005_144335_085.JPG,web_site,#867a8b,sad
2023-05-15 11:29:00,2135.0,3,0,14.0,0,2082.0,,,,,0.0,2023-05-15,img_20230515_122925_105.JPG,doormat,#767a92,fear
2023-05-22 14:49:00,638.0,0,0,4.0,0,636.0,,,,,-2.0,2023-05-22,img_20230522_154957_674.JPG,web_site,#ae8a9a,happy
2023-05-22 14:49:00,638.0,0,0,4.0,0,636.0,,,,,-2.0,2023-05-22,img_20230522_15123_340.JPG,web_site,#a96d86,sad
2023-05-22 14:49:00,638.0,0,0,4.0,0,636.0,,,,,-2.0,2023-05-22,img_20230522_155215_156.JPG,web_site,#f08f71,surprise
2023-05-22 14:49:00,638.0,0,0,4.0,0,636.0,,,,,-2.0,2023-05-22,img_20230522_155216_818.JPG,envelope,#e9b3a5,sad
2023-05-22 14:49:00,638.0,0,0,4.0,0,636.0,,,,,-2.0,2023-05-22,img_20230522_155219_090.JPG,envelope,#bcb4cc,neutral
2023-05-22 14:49:00,638.0,0,0,4.0,0,636.0,,,,,-2.0,2023-05-22,img_20230522_155225_104.JPG,envelope,#e8b9af,neutral
2023-05-22 14:51:00,413.0,0,0,,0,406.0,,,,,-2.0,2023-05-22,img_20230522_154957_674.JPG,web_site,#ae8a9a,happy
2023-05-22 14:51:00,413.0,0,0,,0,406.0,,,,,-2.0,2023-05-22,img_20230522_15123_340.JPG,web_site,#a96d86,sad
2023-05-22 14:51:00,413.0,0,0,,0,406.0,,,,,-2.0,2023-05-22,img_20230522_155215_156.JPG,web_site,#f08f71,surprise
2023-05-22 14:51:00,413.0,0,0,,0,406.0,,,,,-2.0,2023-05-22,img_20230522_155216_818.JPG,envelope,#e9b3a5,sad
2023-05-22 14:51:00,413.0,0,0,,0,406.0,,,,,-2.0,2023-05-22,img_20230522_155219_090.JPG,envelope,#bcb4cc,neutral
2023-05-22 14:51:00,413.0,0,0,,0,406.0,,,,,-2.0,2023-05-22,img_20230522_155225_104.JPG,envelope,#e8b9af,neutral
2023-05-22 14:51:00,358.0,0,0,,1,372.0,,,,,-2.0,2023-05-22,img_20230522_154957_674.JPG,web_site,#ae8a9a,happy
2023-05-22 14:51:00,358.0,0,0,,1,372.0,,,,,-2.0,2023-05-22,img_20230522_15123_340.JPG,web_site,#a96d86,sad
2023-05-22 14:51:00,358.0,0,0,,1,372.0,,,,,-2.0,2023-05-22,img_20230522_155215_156.JPG,web_site,#f08f71,surprise
2023-05-22 14:51:00,358.0,0,0,,1,372.0,,,,,-2.0,2023-05-22,img_20230522_155216_818.JPG,envelope,#e9b3a5,sad
2023-05-22 14:51:00,358.0,0,0,,1,372.0,,,,,-2.0,2023-05-22,img_20230522_155219_090.JPG,envelope,#bcb4cc,neutral
2023-05-22 14:51:00,358.0,0,0,,1,372.0,,,,,-2.0,2023-05-22,img_20230522_155225_104.JPG,envelope,#e8b9af,neutral
2023-05-22 14:52:00,333.0,0,0,,0,326.0,,,,,-2.0,2023-05-22,img_20230522_154957_674.JPG,web_site,#ae8a9a,happy
2023-05-22 14:52:00,333.0,0,0,,0,326.0,,,,,-2.0,2023-05-22,img_20230522_15123_340.JPG,web_site,#a96d86,sad
2023-05-22 14:52:00,333.0,0,0,,0,326.0,,,,,-2.0,2023-05-22,img_20230522_155215_156.JPG,web_site,#f08f71,surprise
2023-05-22 14:52:00,333.0,0,0,,0,326.0,,,,,-2.0,2023-05-22,img_20230522_155216_818.JPG,envelope,#e9b3a5,sad
2023-05-22 14:52:00,333.0,0,0,,0,326.0,,,,,-2.0,2023-05-22,img_20230522_155219_090.JPG,envelope,#bcb4cc,neutral
2023-05-22 14:52:00,333.0,0,0,,0,326.0,,,,,-2.0,2023-05-22,img_20230522_155225_104.JPG,envelope,#e8b9af,neutral
2023-05-22 14:52:00,319.0,0,0,,0,309.0,,,,,-2.0,2023-05-22,img_20230522_154957_674.JPG,web_site,#ae8a9a,happy
2023-05-22 14:52:00,319.0,0,0,,0,309.0,,,,,-2.0,2023-05-22,img_20230522_15123_340.JPG,web_site,#a96d86,sad
2023-05-22 14:52:00,319.0,0,0,,0,309.0,,,,,-2.0,2023-05-22,img_20230522_155215_156.JPG,web_site,#f08f71,surprise
2023-05-22 14:52:00,319.0,0,0,,0,309.0,,,,,-2.0,2023-05-22,img_20230522_155216_818.JPG,envelope,#e9b3a5,sad
2023-05-22 14:52:00,319.0,0,0,,0,309.0,,,,,-2.0,2023-05-22,img_20230522_155219_090.JPG,envelope,#bcb4cc,neutral
2023-05-22 14:52:00,319.0,0,0,,0,309.0,,,,,-2.0,2023-05-22,img_20230522_155225_104.JPG,envelope,#e8b9af,neutral
2023-05-22 14:52:00,306.0,0,0,,0,298.0,,,,,-2.0,2023-05-22,img_20230522_154957_674.JPG,web_site,#ae8a9a,happy
2023-05-22 14:52:00,306.0,0,0,,0,298.0,,,,,-2.0,2023-05-22,img_20230522_15123_340.JPG,web_site,#a96d86,sad
2023-05-22 14:52:00,306.0,0,0,,0,298.0,,,,,-2.0,2023-05-22,img_20230522_155215_156.JPG,web_site,#f08f71,surprise
2023-05-22 14:52:00,306.0,0,0,,0,298.0,,,,,-2.0,2023-05-22,img_20230522_155216_818.JPG,envelope,#e9b3a5,sad
2023-05-22 14:52:00,306.0,0,0,,0,298.0,,,,,-2.0,2023-05-22,img_20230522_155219_090.JPG,envelope,#bcb4cc,neutral
2023-05-22 14:52:00,306.0,0,0,,0,298.0,,,,,-2.0,2023-05-22,img_20230522_155225_104.JPG,envelope,#e8b9af,neutral
2023-05-24 06:08:00,770.0,3,0,7.0,1,816.0,,,,,-2.0,2023-05-24,img_20230524_070847_481.JPG,web_site,#cdcdcd,angry
2023-05-25 09:48:00,798.0,4,0,4.0,0,822.0,,,,,0.0,2023-05-25,img_20230525_104901_188.JPG,envelope,#b59f9b,happy
2023-05-25 09:48:00,798.0,4,0,4.0,0,822.0,,,,,0.0,2023-05-25,img_20230525_154700_505.JPG,jean,#79636b,happy
2023-05-25 14:46:00,552.0,0,0,1.0,0,561.0,,,,,-2.0,2023-05-25,img_20230525_104901_188.JPG,envelope,#b59f9b,happy
2023-05-25 14:46:00,552.0,0,0,1.0,0,561.0,,,,,-2.0,2023-05-25,img_20230525_154700_505.JPG,jean,#79636b,happy
2023-05-29 06:45:00,791.0,0,0,8.0,0,826.0,,,,,-2.0,2023-05-29,img_20230529_074542_247.JPG,web_site,#887b83,fear
2023-03-06 13:15:00,3672.0,2,0,14.0,0,3257.0,,,,,0.0,2023-03-06,IMG_20230306_114921_701.jpg,packet,#9ca993,happy
2023-06-13 08:21:00,538.0,1,0,7.0,0,559.0,,,,,-2.0,2023-06-13,img_20230613_092135_179.JPG,web_site,#8c958e,happy
2023-06-14 11:07:00,485.0,0,0,8.0,1,524.0,,,,,-2.0,2023-06-14,img_20230614_120811_894.JPG,web_site,#858084,happy
2023-06-16 10:58:00,1098.0,0,0,9.0,0,1151.0,,,,,-2.0,2023-06-16,img_20230616_115900_899.JPG,quill,#989ba9,neutral
2023-06-22 09:44:00,753.0,0,0,6.0,0,775.0,,,,,-2.0,2023-06-22,img_20230622_104432_732.JPG,packet,#70727d,sad
