"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,"Me gusta","Veces que se compartió",Respuestas,Alcance,"Visitas al perfil",Navegación,Seguimientos,"Clics en el enlace","Toques en stickers"
17888019575752226,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Cuando la vida es un sueño",3,"03/26/2023 08:35",,"Historia de Instagram",,Total,5,0,1,2049,11,1499,,,
17972533862183359,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,6,"03/20/2023 19:15",,"Historia de Instagram",,Total,3,0,0,881,1,840,,,
18280451356109921,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Cuando la vida es
Un sueño",15,"03/20/2023 14:05",,"Historia de Instagram",,Total,5,0,1,882,7,870,,,
17968736102203115,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Que disfrutes tu día",0,"03/19/2023 14:00",,"Historia de Instagram",,Total,19,0,3,5780,59,5722,,,
17973833669314078,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",SoñArte,14,"03/18/2023 06:51",,"Historia de Instagram",,Total,5,0,0,742,1,750,,,
17907161096735518,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,10,"03/18/2023 06:46",,"Historia de Instagram",,Total,2,0,1,1033,8,1040,,,
17911761275707198,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,2,"03/16/2023 23:07",,"Historia de Instagram",,Total,1,0,0,419,2,375,,2,
17964070445156150,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,9,"03/16/2023 23:06",,"Historia de Instagram",,Total,1,0,0,450,1,418,,,
17963306642342764,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,9,"03/16/2023 23:05",,"Historia de Instagram",,Total,3,0,0,481,2,430,1,,
18001870444635287,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,9,"03/16/2023 23:05",,"Historia de Instagram",,Total,1,0,0,539,1,486,,,
17895389507780486,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,37,"03/16/2023 23:04",,"Historia de Instagram",,Total,6,0,0,788,4,778,,,
18210129382215598,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Ofreceré uno el
5 de Abril  Pronto más información",4,"03/13/2023 12:03",,"Historia de Instagram",,Total,1,0,1,979,9,910,1,,
18000497461715178,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,7,"03/13/2023 12:00",,"Historia de Instagram",,Total,3,0,0,1124,6,1046,,,
17995882963704049,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,"03/13/2023 09:20",,"Historia de Instagram",,Total,4,0,0,1225,,1189,,,
18074821918351884,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,12,"03/13/2023 09:17",,"Historia de Instagram",,Total,7,0,0,1550,8,1314,,,
17991856771837104,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,4,"03/12/2023 12:38",,"Historia de Instagram",,Total,2,0,0,1243,7,1177,,,
17996845480683815,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,5,"03/12/2023 11:31",,"Historia de Instagram",,Total,3,0,0,1640,12,1487,,,
17968746908212984,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Cumplí un sueño
De mi bebé",8,"03/11/2023 18:42",,"Historia de Instagram",,Total,12,0,0,3538,26,3192,,,
17946852671412228,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Todas somos una",0,"03/08/2023 14:46",,"Historia de Instagram",,Total,9,0,2,1223,18,1263,,,
18056234098375813,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,18,"03/08/2023 14:02",,"Historia de Instagram",,Total,7,0,2,1307,5,1239,,,
17964462095141949,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,13,"03/08/2023 13:41",,"Historia de Instagram",,Total,9,1,1,1545,1,1383,,,
