hora_de_publicacion,descripcion,alcance,me_gusta,veces_que_se_compartio,visitas_al_perfil,respuestas,navegacion,clics_en_el_enlace,seguimientos,toques_en_stickers,visualizaciones,sentimiento_score,fecha,nombre_archivo,objeto_principal,color_dominante,emocion_primaria,categoria
04/02/2023 09:59,,2014,3,0,21,0,2098,,2,,,-2,04/02/2023,IMG_20230204_115956_923.jpg,book,#909696,happy,"Otro, Enlace"
08/02/2023 17:34,A punto de empezar el Death Café con @ekrmexico,1122,2,0,9,1,1137,,,,,0,08/02/2023,IMG_20230208_194355_266.jpg,background_color,#63688b,happy,"Reposteo, Con otras personas"
08/02/2023 17:37,,931,4,0,9,0,936,,,2,,-2,08/02/2023,IMG_20230208_193458_035.jpg,eggnog,#757491,sad,"Selfie, Comida y Bebida"
10/02/2023 11:17,Voy a facilitar este taller junto a mis compañeras de @ekrmexico,1345,2,0,20,0,1357,,,,,0,10/02/2023,IMG_20230210_131835_344.jpg,background_color,#779aac,happy,"Reposteo, Sticker"
10/02/2023 11:18,,928,3,0,4,0,953,,,,,-2,10/02/2023,IMG_20230210_131753_231.jpg,background_color,#c7c0d3,sad,Reposteo
14/02/2023 18:43,,1392,5,0,8,1,1401,,,,,-2,14/02/2023,IMG_20230214_212509_153.jpg,background_color,#896fb2,neutral,"Enlace, Reposteo"
14/02/2023 19:21,,1029,4,0,2,0,1069,,,,,-2,14/02/2023,IMG_20230214_212315_147.jpg,background_color,#612a78,sad,Reposteo
14/02/2023 19:22,,873,2,0,1,0,916,,,,,-2,14/02/2023,IMG_20230214_212251_695.jpg,background_color,#612670,sad,Reposteo
14/02/2023 19:22,,814,3,0,1,1,836,,,,,-2,14/02/2023,IMG_20230214_212233_315.jpg,background_color,#643682,sad,Reposteo
14/02/2023 19:23,,778,1,0,1,0,800,,,,,-2,14/02/2023,IMG_20230214_212218_155.jpg,heart,#6e61ad,happy,Reposteo
14/02/2023 19:24,,736,1,0,2,1,782,3,,,,-2,14/02/2023,IMG_20230214_204359_214.jpg,straw,#929bad,happy,"Selfie, Comida y Bebida, Sticker"
06/03/2023 09:48,,1193,6,0,7,0,1196,,,,,-2,06/03/2023,IMG_20230306_114921_701.jpg,oracle,#9ca993,happy,"Otro, Sticker"
07/03/2023 18:11,,1046,1,0,4,0,1101,,,,,-2,07/03/2023,IMG_20230307_201630_426.jpg,background_color,#7e5386,neutral,Sticker
07/03/2023 18:11,,692,1,0,2,0,741,,1,,,-2,07/03/2023,IMG_20230307_201332_870.jpg,background_color,#63408d,neutral,Reposteo
07/03/2023 18:11,,607,1,1,,0,640,,,,,-2,07/03/2023,IMG_20230307_201313_495.jpg,background_color,#60307b,neutral,Reposteo
07/03/2023 18:12,,559,1,0,2,0,589,,,,,-2,07/03/2023,IMG_20230307_201258_444.jpg,background_color,#603584,neutral,Reposteo
07/03/2023 18:12,,544,0,0,,0,561,,,,,-2,07/03/2023,IMG_20230307_201210_797.jpg,background_color,#623684,neutral,Reposteo
07/03/2023 18:13,,537,1,0,,0,539,,,,,-2,07/03/2023,IMG_20230307_201157_014.jpg,background_color,#633a87,fear,Reposteo
07/03/2023 18:16,,518,5,1,2,1,520,,,,,-2,07/03/2023,IMG_20230307_201137_890.jpg,background_color,#643f8d,happy,Reposteo
08/03/2023 14:46,Todas somos una,1223,9,0,18,2,1263,,,,,0,08/03/2023,IMG_20230308_164700_665.jpg,background_color,#a98ba9,neutral,"Con otras personas, Reposteo"
13/03/2023 09:20,,1225,4,0,,0,1189,,,,,-2,13/03/2023,IMG_20230313_102215_888.jpg,message,#a89b75,happy,"Otro, Sticker"
19/03/2023 14:00,Que disfrutes tu día,5780,19,0,59,3,5722,,,,,0,19/03/2023,IMG_20230319_150117_392.jpg,ice_cream,#9c9396,happy,"Selfie, Comida y Bebida"
26/03/2023 10:39,Estoy muy agradecida de ser parte del equipo de @ekrmexico,1384,5,0,11,0,1386,,,6,,0,26/03/2023,IMG_20230326_113944_601.jpg,people,#626065,happy,"Con otras personas, Reposteo"
27/03/2023 08:28,Hoy es el último día del retiro con @ekrmexico,1700,3,0,19,0,1771,,,,,0,27/03/2023,IMG_20230327_092942_876.jpg,angel,#787a7f,happy,"Selfie, Sticker"
31/03/2023 13:28,Y ponen altares públicos,738,10,0,1,0,726,,,,,0,31/03/2023,IMG_20230331_155411_825.jpg,beer_glass,#60696d,happy,"Selfie, Comida y Bebida"
31/03/2023 13:28,"Hoy es Viernes de dolores, en mi ciudad regalan helado",951,6,0,1,0,897,,,,,0,31/03/2023,IMG_20230331_143018_428.jpg,background_color,#ccafb7,happy,Sticker
31/03/2023 13:30,,665,3,0,3,0,676,,,,,-2,31/03/2023,IMG_20230331_142915_212.jpg,altar,#657385,neutral,Otro
31/03/2023 14:53,¡Salud!,653,4,0,6,0,666,,,,,0,31/03/2023,IMG_20230331_142836_189.jpg,altar,#6d798a,neutral,Otro
01/04/2023 10:57,Más altares,1394,6,0,3,0,1364,,,,,0,01/04/2023,IMG_20230401_174937_805.jpg,person,#8b8f98,happy,"Selfie, Sticker"
01/04/2023 10:58,,1066,2,0,4,0,1074,,,,,-2,01/04/2023,IMG_20230401_115828_786.jpg,patio,#7e878c,happy,"Sticker, Otro"
01/04/2023 16:49,Me voy de fiesta,1200,0,0,7,0,1196,,,,,0,01/04/2023,IMG_20230401_115753_686.jpg,altar,#76717b,neutral,Otro
03/04/2023 16:10,,519,5,1,3,1,523,,,,,-2,03/04/2023,IMG_20230403_171043_251.jpg,lemonade,#7a8697,happy,"Selfie, Sticker, Comida y Bebida"
05/04/2023 13:42,"Disfruta tus sueños, disfruta tu vida (cuando no sean pesadillas)",1897,3,0,11,0,1908,,,,,0,05/04/2023,IMG_20230405_144238_793.jpg,sunglasses,#828696,happy,"Selfie, Sticker, Comida y Bebida"
06/04/2023 17:08,,1271,4,0,6,0,1327,,,,,-2,06/04/2023,IMG_20230406_180835_997.jpg,person,#cbab9e,happy,"Selfie, Sticker"
13/04/2023 17:27,"Celebrando el 
aniversario de 
@geekandcoffee",1767,5,0,16,2,1802,,,,,0,13/04/2023,IMG_20230413_182723_462.jpg,food,#747888,happy,"Selfie, Comida y Bebida, Sticker"
19/04/2023 11:38,"Gracias a @themoonismycalendar 
pude darme cuenta de todo lo que surgió el pasado ciclo lunar",505,0,0,1,1,506,,,,,0,19/04/2023,img_20230419_123903_072.JPG,flower,#9e9da6,happy,Otro
20/04/2023 12:45,"Tengo ganas de estar 
más cerca de ti",1212,4,0,19,0,1276,,,,,0,20/04/2023,img_20230420_133836_783.JPG,person,#979aa4,happy,"Selfie, Sticker"
22/04/2023 13:51,"Haciendo
Nuevas
Amistades 😂",3239,8,0,24,1,3244,,,,,0,22/04/2023,img_20230422_145159_422.JPG,manequin,#9093a8,happy,"Selfie, Sticker"
26/04/2023 17:35,Con mi bff @monicagamezwriter,1053,1,0,10,2,1068,,,2,,0,26/04/2023,img_20230426_183523_816.JPG,quote,#f8f7f9,neutral,"Sticker, Reposteo"
27/04/2023 19:14,"El domingo seré parte de la puesta en escena ""Magos del corazón""",738,3,0,6,0,732,,,,,0,27/04/2023,img_20230427_201752_736.JPG,promo,#bbabab,neutral,Ofrecimiento
27/04/2023 19:17,Por si andan en,464,2,0,2,0,467,,,,,0,27/04/2023,img_20230427_201420_420.JPG,web_site,#cfced7,happy,"Reposteo, Ofrecimiento"
28/04/2023 10:32,Estoy en una clase sobre sueños y Shamanismo con el autor Stanley Krippner Gracias @institutefordreamstudies,674,3,0,6,0,648,,,,,0,28/04/2023,img_20230428_113222_404.JPG,web_site,#8e868d,sad,Otro
28/04/2023 10:35,Stanley Krippner habla de cómo a través de los sueños tenemos acceso a información de una forma no ordinaria,498,2,0,3,0,485,,,,,0,28/04/2023,IMG_20230428_113740_420.JPG,book,#95563b,sad,"Sticker, Otro"
28/04/2023 10:37,,430,0,0,2,0,424,,,,,-2,28/04/2023,IMG_20230428_113551_962.JPG,book,#90563c,neutral,Otro
28/04/2023 23:44,,1059,2,0,7,0,1048,,,,,-2,29/04/2023,IMG_20230429_004509_286.JPG,web_site,#f7f8f8,neutral,Reposteo
29/04/2023 14:58,Tuve ensayo con vestuario,1013,1,0,3,0,1013,,,,,0,29/04/2023,IMG_20230429_155825_169.JPG,gown,#bdbeca,happy,Selfie
30/04/2023 19:20,Magos del corazón,705,5,0,3,0,704,,,,,0,30/04/2023,IMG_20230430_202116_449.JPG,theater,#5d708b,neutral,Otro
30/04/2023 19:20,,747,3,0,3,0,745,,,,,-2,30/04/2023,IMG_20230430_202116_384.JPG,people,#81878f,happy,"Selfie, Con otras personas"
30/04/2023 19:20,,810,3,0,5,1,805,,,,,-2,30/04/2023,IMG_20230430_202116_761.JPG,gown,#97a1b2,neutral,Selfie
30/04/2023 19:20,,872,1,0,2,0,872,,,,,-2,30/04/2023,IMG_20230430_202129_014.JPG,people,#5f6a8a,happy,"Con otras personas, Cuerpo Completo"
30/04/2023 19:20,,1156,1,0,4,0,1149,,,,,-2,30/04/2023,IMG_20230430_202129_140.JPG,dream_catcher,#728ca6,happy,"Cuerpo Completo, Sticker"
30/04/2023 19:20,,773,1,0,,0,769,,,,,-2,30/04/2023,IMG_20230430_202130_572.JPG,people,#7e9195,happy,Con otras personas
01/05/2023 11:26,,1143,2,0,3,1,1137,,,,,-2,01/05/2023,img_20230501_122655_980.JPG,people,#a7a7b2,happy,"Reposteo, Con otras personas"
03/05/2023 05:13,Soñando Despierta,1029,2,0,9,0,1033,,,,,0,03/05/2023,img_20230503_061407_982.JPG,patio,#666a72,happy,Comida y Bebida
03/05/2023 08:14,Mi oficina,815,7,0,10,2,830,,,,,0,03/05/2023,img_20230503_091511_037.JPG,laptop,#5e6667,neutral,"Otro, Sticker"
