hora_de_publicacion,descripcion,alcance,me_gusta,veces_que_se_compartio,visitas_al_perfil,respuestas,navegacion,clics_en_el_enlace,seguimientos,toques_en_stickers,visualizaciones,sentimiento_score,fecha,nombre_archivo,objeto_principal,color_dominante,emocion_primaria,categoria
04/05/2023 14:55,"Hoy facilité una dinámica para conectar con nuestros ancestros en el taller 'Cultivando el corazón del equipo"" en @ekrmexico",1806,8,0,12,1,1702,,,,,0,04/05/2023,img_20230504_155609_956.JPG,people,#7e7b82,neutral,Con otras personas
05/05/2023 08:40,"Soñando
despierta",1783,5,0,9,1,1734,,,,,0,05/05/2023,IMG_20230505_094107_425.JPG,statue,#737c8c,surprise,Selfie
09/05/2023 06:23,Último día de trabajar con esta vista,779,1,0,6,0,753,,,,,0,09/05/2023,IMG_20230509_072408_769.JPG,laptop,#616164,neutral,"Otro, Sticker"
09/05/2023 12:25,En San Miguel de Allende,375,1,0,1,0,379,,,,,0,09/05/2023,img_20230509_132611_559.JPG,web_site,#579995,happy,Reposteo
09/05/2023 20:20,Me siento muy contenta de formar parte del equipo @ekrmexico,420,2,0,,0,396,,,3,,0,09/05/2023,img_20230509_202035_751.JPG,people,#708b9c,neutral,"Reposteo, Con otras personas"
10/05/2023 09:58,Me regalaron un chocolate en el aeropuerto por el día de las madres,523,6,0,2,0,502,,,,,0,10/05/2023,img_20230510_105830_075.JPG,candy,#8a8496,happy,"Selfie, Comida y Bebida"
15/05/2023 11:29,"Es broma, bueno, 
si quieres no es broma",2135,3,0,14,0,2082,,,,,0,15/05/2023,img_20230515_122925_105.JPG,sign,#767a92,neutral,"Otro, Sticker"
22/05/2023 14:49,,638,0,0,4,0,636,,,,,-2,22/05/2023,img_20230522_154957_674.JPG,quote,#ae8a9a,happy,"Sticker, Cuerpo Completo"
22/05/2023 14:51,,358,0,0,,1,372,,,,,-2,22/05/2023,img_20230522_15123_340.JPG,background_color,#a96d86,sad,Sticker
22/05/2023 14:51,,413,0,0,,0,406,,,,,-2,22/05/2023,img_20230522_155215_156.JPG,quote,#f08f71,surprise,Otro
22/05/2023 14:52,,306,0,0,,0,298,,,,,-2,22/05/2023,img_20230522_155216_818.JPG,quote,#e9b3a5,sad,Otro
22/05/2023 14:52,,319,0,0,,0,309,,,,,-2,22/05/2023,img_20230522_155219_090.JPG,quote,#bcb4cc,neutral,Otro
22/05/2023 14:52,,333,0,0,,0,326,,,,,-2,22/05/2023,img_20230522_155225_104.JPG,quote,#e8b9af,neutral,Otro
24/05/2023 06:08,,770,3,0,7,1,816,,,,,-2,24/05/2023,img_20230524_070847_481.JPG,web_site,#cdcdcd,angry,"Reposteo, Sticker"
25/05/2023 09:48,"Hoy es el
Día Mundial
Del tarot",798,4,0,4,0,822,,,,,0,25/05/2023,img_20230525_104901_188.JPG,oracle_deck,#b59f9b,happy,"Sticker, Selfie"
25/05/2023 14:46,,552,0,0,1,0,561,,,,,-2,25/05/2023,img_20230525_154700_505.JPG,person,#79636b,happy,"Sticker, Selfie"
29/05/2023 06:45,,791,0,0,8,0,826,,,,,-2,29/05/2023,img_20230529_074542_247.JPG,person,#887b83,happy,"Sticker, Selfie"
03/06/2023 13:15,"Gracias a las asistentes a la clase ""Explorando los personajes de tus sueños""",3672,2,0,14,0,3257,,,,,0,03/06/2023,img_20230603_141547_588.JPG,toys,#a19da5,neutral,"Sticker, Otro"
12/06/2023 17:52,,479,3,0,,0,490,,,,,-2,12/06/2023,img_20230612_185252_158.JPG,quote,#984770,happy,Otro
12/06/2023 20:02,,444,1,0,1,2,436,,,,,-2,12/06/2023,img_20230612_210230_415.JPG,web_site,#814b74,happy,"Selfie, Ofrecimiento, Sticker"
13/06/2023 08:21,,538,1,0,7,0,559,,,,,-2,13/06/2023,img_20230613_092135_179.JPG,web_site,#8c958e,happy,"Sticker, Reposteo"
14/06/2023 11:07,,485,0,0,8,1,524,,,,,-2,14/06/2023,img_20230614_120811_894.JPG,person,#858084,happy,"Sticker, Selfie"
16/06/2023 10:58,,1098,0,0,9,0,1151,,,,,-2,16/06/2023,img_20230616_115900_899.JPG,book,#989ba9,neutral,"Sticker, Otro"
22/06/2023 09:44,,753,0,0,6,0,775,,,,,-2,22/06/2023,img_20230622_104432_732.JPG,book,#70727d,sad,"Sticker, Otro"
10/07/2023 08:30,,672,0,0,5,0,692,,,,,-2,10/07/2023,img_20230710_093034_055.JPG,background_color,#aca5ae,neutral,"Sticker, Otro"
14/07/2023 16:40,Te invito a unirte a mi canal para tener contenido exclusivo sobre el poder de los sueños,830,4,0,7,0,855,,,,,0,14/07/2023,img_20230714_174025_731.JPG,background_color,#9b5b75,happy,"Sticker, Otro"
17/07/2023 19:08,¿ Te estás perdiendo de lo que comparto en mi canal?,719,2,0,6,0,750,,,,,0,17/07/2023,IMG_20230717_200826_252.JPG,web_site,#f1eef1,neutral,Reposteo
19/07/2023 08:50,,492,1,0,2,0,462,,,,,-2,19/07/2023,IMG_20230719_095046_340.JPG,web_site,#d0d0da,neutral,Reposteo
20/07/2023 16:36,,335,0,0,1,0,293,3,,,,-2,20/07/2023,IMG_20230720_173636_071.JPG,web_site,#812b57,happy,Ofrecimiento
20/07/2023 16:36,,363,0,0,,0,303,,,,,-2,20/07/2023,IMG_20230720_173637_701.JPG,web_site,#aa5d7e,neutral,Ofrecimiento
20/07/2023 16:36,,407,1,0,,0,348,,,,,-2,20/07/2023,IMG_20230720_173638_825.JPG,web_site,#a04c6f,neutral,Ofrecimiento
20/07/2023 16:36,,621,2,0,,0,544,,,,,-2,20/07/2023,IMG_20230720_173649_077.JPG,web_site,#a25071,neutral,"Ofrecimiento, Enlace"
21/07/2023 17:33,En camino a cumplir un sueño,724,2,0,6,0,733,,1,,,0,21/07/2023,IMG_20230721_193331_027.JPG,airplane,#5f606e,happy,"Selfie, Sticker"
21/07/2023 17:40,Mientras abordo el siguiente vuelo,406,1,0,3,0,398,,,,,0,21/07/2023,IMG_20230721_194103_803.JPG,coffee,#787a87,sad,"Selfie, Comida y Bebida"
22/07/2023 06:23,"Navidad en Julio
Gracias @monicagamezwriter",611,2,0,,0,608,,,,,0,22/07/2023,IMG_20230722_082353_222.JPG,book,#6e6976,sad,Otro
22/07/2023 07:19,,555,3,0,7,0,577,,,,,-2,22/07/2023,IMG_20230722_091940_212.JPG,library,#706576,happy,"Selfie, Sticker"
27/07/2023 19:47,,721,1,0,2,0,722,,,,,-2,27/07/2023,IMG_20230727_204800_793.JPG,web_site,#cecdcf,surprise,"Sticker, Reposteo"
03/08/2023 13:31,,711,3,0,19,0,736,,,,,-2,03/08/2023,IMG_20230803_143127_552.JPG,web_site,#753966,happy,"Sticker, Ofrecimiento, Selfie"
08/08/2023 18:48,,529,6,0,2,0,495,3,,,,-2,08/08/2023,IMG_20230808_194851_186.JPG,promo,#6d2f5e,happy,"Selfie, Ofrecimiento, Enlace"
10/08/2023 09:19,Si están en Argentina me pueden escuchar al rato,567,2,1,2,0,581,,,,,0,10/08/2023,IMG_20230810_101951_474.JPG,people,#6492c6,happy,"Reposteo, Con otras personas, Ofrecimiento"
10/08/2023 15:04,Gracias a @sumando2021 por el espacio de hoy,563,1,0,3,0,579,,,2,,0,10/08/2023,IMG_20230810_160457_093.JPG,person,#5d5e6f,surprise,Selfie
12/08/2023 20:43,Just saying,744,3,0,5,0,749,,,,,0,12/08/2023,IMG_20230812_214312_621.JPG,street_sign,#594a6f,neutral,Otro
14/08/2023 11:35,,1782,1,0,10,2,1779,,,,,-2,14/08/2023,img_20230814_123530_258.JPG,web_site,#b7b8b9,neutral,"Otro, Sticker"
31/08/2023 14:03,,1117,5,0,5,1,1062,,,,,-2,31/08/2023,img_20230831_150332_484.JPG,web_site,#bdb7bc,neutral,"Otro, Sticker"
01/09/2023 18:26,,624,0,0,7,1,657,,,,,-2,01/09/2023,img_20230901_192630_079.JPG,web_site,#a58a58,sad,"Ofrecimiento, Enlace"
02/09/2023 10:54,Comenzando bien mi cumpleaños,1721,12,0,7,2,1731,,,,,0,02/09/2023,img_20230902_115445_382.JPG,enchiladas,#728796,neutral,Comida y Bebida
03/09/2023 09:41,,152,0,0,1,0,147,,,,,-2,03/09/2023,img_20230903_104131_270.JPG,web_site,#838d95,happy,"Otro, Sticker"
03/09/2023 09:41,,248,0,0,3,0,254,,,,,-2,03/09/2023,img_20230903_104230_105.JPG,person,#8a9bad,sad,"Reposteo, Selfie"
03/09/2023 09:41,,165,0,0,,0,154,,,,,-2,03/09/2023,img_20230903_104241_435.JPG,ice_cream,#998883,neutral,"Selfie, Reposteo, Comida y Bebida"
03/09/2023 09:41,,171,0,0,,0,157,,,,,-2,03/09/2023,img_20230903_104252_723.JPG,manequin,#7d7691,happy,"Selfie, Sticker"
03/09/2023 09:41,,178,1,0,,0,163,,,,,-2,03/09/2023,img_20230903_104309_535.JPG,background_color,#9e4e72,happy,Sticker
07/09/2023 17:43,,551,2,0,4,0,567,,,,,-2,07/09/2023,img_20230907_184339_257.JPG,theater,#696456,neutral,"Sticker, Otro"
10/09/2023 11:42,"Lista para
 regalar sueños",583,2,0,2,0,595,,,,,0,10/09/2023,img_20230910_124252_716.JPG,person,#9495a7,happy,"Sticker, Selfie"
10/09/2023 16:47,"Sueños
Despiertos",531,2,0,2,1,534,,,,,0,10/09/2023,img_20230910_174741_622.JPG,character,#949ca0,neutral,Otro
10/09/2023 20:00,,471,2,0,1,0,468,,,,,-2,10/09/2023,img_20230910_210112_254.JPG,event,#898a96,neutral,"Con otras personas, Sticker, Cuerpo Completo"
12/09/2023 13:59,,517,2,0,2,0,521,,,,,-2,12/09/2023,img_20230912_145923_671.JPG,web_site,#a78a53,happy,"Enlace, Ofrecimiento"
13/09/2023 08:17,Mis conversaciones favoritas,495,3,0,4,0,489,,,,,0,13/09/2023,img_20230913_091736_225.JPG,web_site,#628479,happy,Reposteo
18/09/2023 12:25,Reflexiones que sólo pasan en mi canal.... ¿Ya te uniste?,324,1,0,1,0,325,,,,,0,18/09/2023,img_20230918_132526_627.JPG,web_site,#f0ecf0,neutral,Reposteo
19/09/2023 20:13,,590,1,0,7,1,584,,,,,-2,19/09/2023,img_20230919_211326_765.JPG,tv,#585d5e,happy,"Otro, Sticker"
19/09/2023 21:42,,338,1,0,3,0,328,,,,,-2,19/09/2023,img_20230919_224225_448.JPG,tv,#8a756b,sad,Otro
22/09/2023 10:26,¿Qué tal tu viernes?,721,1,0,8,0,756,,,,,0,22/09/2023,img_20230922_112624_757.JPG,sunglasses,#8993a8,happy,"Selfie, Comida y Bebida"
26/09/2023 14:55,¿También les mandan videos de Jesús o sólo a mi?,881,2,0,11,0,892,,,,,0,26/09/2023,img_20230926_155613_230.JPG,web_site,#cdcfd6,neutral,"Reposteo, Sticker"
29/09/2023 09:58,,456,1,0,5,0,462,,,,,-2,29/09/2023,img_20230929_105901_289.JPG,quote,#a5c9d9,happy,Reposteo
01/10/2023 10:04,"¡Feliz día
Internacional del
Café!",1989,7,0,9,0,2019,,,,,0,01/10/2023,img_20231001_110448_650.JPG,sunglasses,#9aa2b6,happy,"Selfie, Comida y Bebida, Sticker"
02/10/2023 10:17,,414,2,0,,0,438,,,,,-2,02/10/2023,img_20231002_111757_68}2.JPG,background_color,#6a1d51,angry,"Sticker, Otro"
02/10/2023 10:20,,232,1,0,,0,225,,,,,-2,02/10/2023,img_20231002_112036_587.JPG,background_color,#732957,neutral,Sticker
04/10/2023 13:57,Buen provecho,1213,4,0,9,0,1221,,,,,0,04/10/2023,img_20231004_145727_231.JPG,menu,#8999a2,neutral,Comida y Bebida
05/10/2023 13:43,Estoy colaborando en este entrenamiento presencial para @ekrmexico,801,1,0,5,0,802,,,,,0,05/10/2023,img_20231005_144335_085.JPG,web_site,#867a8b,happy,"Reposteo, Con otras personas"
14/10/2023 17:30,¡Que tengas bonito fin de semana!,5121,8,0,32,2,5180,,,,,0,14/10/2023,img_20231014_183052_868.JPG,cookie,#5e5d74,neutral,"Selfie, Comida y Bebida"
16/10/2023 10:19,Buenos días,6409,8,0,21,0,6576,,,,,0,16/10/2023,img_20231016_111931_352.JPG,fruit,#5c6980,neutral,Comida y Bebida
19/10/2023 09:17,Buenos días,1533,2,0,14,0,1623,,,,,0,19/10/2023,img_20231019_101739_145.JPG,coffee,#778691,happy,Comida y Bebida
23/10/2023 10:12,Buenos días,1567,3,0,6,0,1616,,,,,0,23/10/2023,img_20231023_111222_164.JPG,food,#54606c,neutral,Comida y Bebida
25/10/2023 17:58,¡Adivina dónde estoy!,2591,2,0,16,0,2619,,,,,0,25/10/2023,img_20231025_185900_681.JPG,toy,#545b73,sad,Otro
29/10/2023 15:11,,7241,5,0,29,0,7235,,,4,,-2,29/10/2023,img_20231029_16114_271.JPG,people,#9c96b2,happy,"Reposteo, Con otras personas"
30/10/2023 12:41,Más detalles del portavasos en la siguiente historia 😽,202,0,0,,0,198,,,,,0,30/10/2023,img_20231030_134200_340.JPG,coffee_mug,#9898a0,sad,"Selfie, Comida y Bebida"
31/10/2023 08:00,¡Buenos días!,412,6,0,,0,411,,,,,0,31/10/2023,img_20231031_090116_142.JPG,espresso,#90a2ba,neutral,Comida y Bebida
31/10/2023 09:42,¡Gracias por seguirme!,346,3,0,1,0,328,,,,,0,31/10/2023,img_20231031_104302_997.JPG,carton,#8e9098,happy,Otro
31/10/2023 16:37,¡Provecho!,307,2,0,,0,292,,,,,0,31/10/2023,img_20231031_17342_753.JPG,bagel,#5a7795,happy,Comida y Bebida
31/10/2023 17:08,,273,1,0,1,0,268,,,,,-2,31/10/2023,img_20231031_180907_348.JPG,cake,#6984b4,neutral,Comida y Bebida
01/11/2023 10:15,"Chocolate,
pan de muerto
y café de Oaxaca",537,4,0,2,0,528,,,,,0,01/11/2023,img_20231101_111546_032.JPG,food,#878da7,neutral,Comida y Bebida
01/11/2023 15:23,Una tlayuda para cerrar mi viaje a  Gracias @ekrmexico por la oportunidad,1395,2,0,7,0,1404,,,,,0,01/11/2023,img_20231101_162415_442.JPG,quesadilla,#4a72a8,neutral,Comida y Bebida
05/11/2023 14:10,"Que los sueños
te acompañen",1169,3,0,9,0,1200,,,,,0,05/11/2023,img_20231105_161114_813.JPG,person,#3e424c,happy,Selfie
05/11/2023 16:04,Estoy muy orgullosa del trabajo que hacemos en @ekrmexico,831,1,0,3,0,852,,,,,0,05/11/2023,img_20231105_180430_244.JPG,people,#9d91a3,sad,"Reposteo, Con otras personas"
08/11/2023 09:14,Soñé con varios perros que hablaban,843,1,0,9,0,844,,,,,0,08/11/2023,img_20231108_111512_394.JPG,dog,#83486f,sad,"Sticker, Otro"
12/11/2023 13:10,"Sueños 
despiertos",1321,5,0,8,0,1345,,,,,0,12/11/2023,img_20231112_151040_848.JPG,iron,#747374,surprise,"Otro, Sticker"
12/11/2023 15:12,,444,4,0,2,0,444,,,,,-2,12/11/2023,img_20231112_171252_100.JPG,web_site,#88898c,neutral,Otro
12/11/2023 16:00,¡Bonita tarde!,470,5,0,8,0,506,,,,,0,12/11/2023,img_20231112_180053_149.JPG,stole,#a99da2,happy,Selfie
13/11/2023 10:39,Que tengas buen inicio de semana Saludos desde,4649,11,0,15,0,4643,,,,,0,13/11/2023,img_20231113_124011_527.JPG,landscape,#aea38e,neutral,Otro
14/11/2023 15:09,Sueños,1117,5,0,13,0,1124,,,,,0,14/11/2023,img_20231114_171018_259.JPG,oracle_deck,#6b5a5b,happy,Otro
20/11/2023 09:44,Desayunando mientras planeo un curso de sueños premonitorios,7545,3,0,56,0,7450,,,,,0,20/11/2023,img_20231120_114518_579.JPG,wok,#95989e,neutral,"Comida y Bebida, Sticker"
27/11/2023 09:57,¿Te has sentido incomprendida cuando tienes sueños premonitorios?,4916,3,0,40,3,4955,,,,,0,27/11/2023,img_20231127_115721_790.JPG,plate,#8a92a0,neutral,"Comida y Bebida, Sticker"
29/11/2023 07:28,¡Ya tengo todo listo para regalar sueños más tarde!,363,2,0,2,0,353,,,,,0,29/11/2023,img_20231129_092822_072.JPG,oracle_deck,#857485,neutral,Otro
01/12/2023 06:06,,299,2,0,2,0,301,2,,,,-2,01/12/2023,img_20231201_080738_765.JPG,promo,#8c6136,sad,"Ofrecimiento, Enlace"
02/12/2023 09:14,"Estoy haciendo mi práctica de #31díasdegratitud en Threads. Si quieres unirte, sigueme por allá",1049,2,0,8,0,1067,,,,,0,02/12/2023,img_20231202_111442_911.JPG,web_site,#c4c2c8,happy,"Reposteo, Cuerpo Completo"
03/12/2023 13:30,"¿Has tenido
un sueño que se siente
muy real?",2504,2,0,7,0,2540,,,,,0,03/12/2023,img_20231203_153112_005.JPG,tray,#8393b2,neutral,"Comida y Bebida, Sticker"
04/12/2023 07:31,,177,1,0,1,0,173,1,,,,-2,04/12/2023,img_20231204_093227_861.JPG,promo,#9e6a3b,fear,"Sticker, Enlace, Ofrecimiento, Cuerpo Completo"
05/12/2023 12:00,¡Buen provecho!,360,3,0,2,0,366,,,,,0,05/12/2023,img_20231205_140027_922.JPG,coffee,#818192,sad,Comida y Bebida
08/12/2023 07:40,¡Gracias a quienes asistieron al webinar ayer!,627,1,0,2,1,614,,,,,0,08/12/2023,img_20231208_094046_142.JPG,web_site,#c9b0a9,fear,Comida y Bebida
08/12/2023 07:53,"¿Qué tema prefieres
para la siguiente clase
gratuita?",526,6,0,1,3,528,,,,,0,08/12/2023,img_20231208_095334_773.JPG,person,#ab8c93,neutral,"Cuerpo Completo, Sticker"
10/12/2023 13:19,En el Pre Guadalupe - Reyes,4225,1,0,23,0,4257,,,,,0,10/12/2023,img_20231210_152007_252.JPG,person,#7f7489,happy,"Sticker, Comida y Bebida, Selfie"
13/12/2023 11:14,,183,1,0,,0,195,3,,,,-2,13/12/2023,img_20231213_131506_349.JPG,person,#733d5d,neutral,"Sticker, Cuerpo Completo"
13/12/2023 11:14,,316,1,0,3,0,317,,,,,-2,13/12/2023,img_20231213_131509_899.JPG,promo,#514940,happy,"Ofrecimiento, Enlace, Cuerpo Completo"
14/12/2023 16:53,Ya estoy lista para empezar el conversatorio sobre sueños Premonitorios,1168,5,0,15,0,1160,,,,,0,14/12/2023,img_20231214_185323_269.JPG,person,#8c8399,happy,Selfie
18/12/2023 15:36,¡Buen inicio de semana!,861,6,0,6,0,871,,,,,0,18/12/2023,img_20231218_173716_965.JPG,coffee_mug,#6c7089,happy,"Selfie, Comida y Bebida"
20/12/2023 15:51,¡Buen provecho!,847,4,0,3,0,849,,,,,0,20/12/2023,img_20231220_175120_219.JPG,dining_table,#5b6b8a,neutral,Comida y Bebida
22/12/2023 16:27,"¡Que tengas
buen fin de semana!",1133,5,0,3,0,1127,,,,,0,22/12/2023,IMG_20231222_182937_798.jpg,coffee_mug,#4e4f66,happy,Comida y Bebida
23/12/2023 09:05,"Esto me salió en Youtube Music. He tenido varios sueños de un arcoiris en la oscuridad, así que sí soy, al menos parcialmente.",473,3,0,1,0,450,,,,,0,22/12/2023,img_20231222_182817_998.JPG,coffee_mug,#4c4d63,happy,Comida y Bebida
23/12/2023 09:05,Me gusta 😻,336,2,0,,0,309,,,,,0,23/12/2023,img_20231223_110557_952.JPG,screen,#534e38,happy,Reposteo
25/12/2023 09:13,"Elige un número
del 1 al 30 y 
te mando tu sueño",828,6,1,2,0,857,,,,,0,25/12/2023,img_20231225_111317_831.JPG,oracle_deck,#9b7f95,happy,"Cuerpo Completo, Sticker"
25/12/2023 13:12,El poder de los sueños va más allá de quién los sueña,1560,7,0,9,0,1546,,,,,0,25/12/2023,img_20231225_151219_549.JPG,toys,#55779b,happy,Reposteo
27/12/2023 15:06,Está más peinada que yo 😂,8231,4,0,62,0,8064,,,,,0,27/12/2023,img_20231227_170637_259.JPG,witch,#67626a,happy,Selfie
28/12/2023 07:21,,401,1,0,4,0,389,,,,,-2,28/12/2023,img_20231228_092223_407.JPG,person,#5e473a,sad,"Sticker, Cuerpo Completo"
29/12/2023 10:09,¿Quieres recibir un ritual para incubar un sueño que te guíe en el 2024?,841,3,0,3,0,840,,,,,0,29/12/2023,img_20231229_120935_441.JPG,flowers,#aa7f9f,happy,"Otro, Sticker"
29/12/2023 13:44,,555,8,0,,2,620,76,,,,-2,29/12/2023,img_20231229_154437_750.JPG,web_site,#f3caea,neutral,"Ofrecimiento, Enlace"
31/12/2023 10:17,También tu haces mi vida muy feliz 😀❤️,750,4,0,3,0,762,,,,,0,31/12/2023,img_20231231_121800_778.JPG,quote,#251b23,angry,"Sticker, Reposteo"
01/01/2024 10:00,"¿Quieres saber cómo
explorar el mensaje
de tu primer sueño del año?",465,1,0,,0,465,,,,,0,01/01/2024,IMG_20240101_120057_494.jpg,journal,#b4aeb7,sad,"Sticker, Otro"
03/01/2024 06:00,,512,5,1,8,0,532,,,,,-2,03/01/2024,IMG_20240103_091845_420.jpg,person,#e1886a,surprise,"Otro, Cuerpo Completo"
03/01/2024 07:18,,207,1,0,,0,192,,,,,-2,03/01/2024,IMG_20240103_091845_755.jpg,person,#76315c,neutral,"Cuerpo Completo, Ofrecimiento"
04/01/2024 13:12,,3137,14,0,24,3,3111,,,,,-2,04/01/2024,IMG_20240104_151311_107.jpg,quote,#b07b41,happy,Otro
05/01/2024 12:08,,368,3,0,4,0,373,,,,,-2,05/01/2024,IMG_20240105_140833_389.jpg,person,#4c3228,sad,"Cuerpo Completo, Sticker"
06/01/2024 19:42,,4546,4,0,23,0,4642,,,,,-2,06/01/2024,IMG_20240106_214222_344.jpg,bread,#767b9b,neutral,"Sticker, Comida y Bebida"
11/01/2024 16:09,,937,1,0,7,0,976,,,,,-2,11/01/2024,IMG_20240111_180951_112.jpg,oracle_deck,#514454,neutral,"Sticker, Otro"
29/01/2024 12:35,,757,5,0,4,0,767,,,,,-2,29/01/2024,IMG_20240129_143555_250.jpg,web_site,#f4e5eb,neutral,"Otro, Sticker"
